siret,adresse,"Intitulés de la  NAF rév. 2, version finale"
29510569600013,7 RUE DE LA LIBERATION ŒUILLY 51480 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21930005000651,22 RUE PAUL BERT AULNAY-SOUS-BOIS 93600,Enseignement pré-primaire
21250238900076,FESSEVILLERS 25470 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21260281700083,RUE CHARLES MAYEUX ROMANS-SUR-ISERE 26100,Enseignement primaire
03931557700013,73 RUE DU POTEAU PARIS 75018,Activités combinées de soutien lié aux bâtiments
21580180400067,LA BAIE DE FAYE MONTSAUCHE-LES-SETTONS 58230,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
21940073600043,RUE DE LA GALAISE THIAIS 94320,Enseignement pré-primaire
20000156800027,85 RUE NATIONALE GIMONT 32200,Aide à domicile
20004425300025,15 RUE DE LA GARE DOULEVANT-LE-CHATEAU 52110,Activité des médecins généralistes
03903303000014,17 RUE DUPHOT PARIS 75001 RIS REP PAR SA CABIN,Activités combinées de soutien lié aux bâtiments
21810273900016,2 PLACE JEAN-JAURES SAIX 81710,Administration publique générale
21750001605059,15 RUE D'EUPATORIA PARIS 75020,Enseignement pré-primaire
09412683600033,ONGOJOU OUANGANI 97670,Reproduction de plantes
21390478200033,11 RUE DE FRANCHE-COMTE SAINT-CLAUDE 39200,Enseignement pré-primaire
21950572400092,RUE DES ECOLES SAINT-OUEN-L'AUMONE 95310,Enseignement pré-primaire
18670462300021,2 RUE DE LA CARPE HAUTE STRASBOURG 67000,Activités des organisations religieuses
19911946200018,1 PLACE LEONARD DE VINCI SAINT-MICHEL-SUR-ORGE 91240,Enseignement secondaire général
20005994700107,10 PL DE L'HOTEL DE VILLE LA PORTE DU DER 52220,Construction d'autres ouvrages de génie civil n.c.a.
04229453800014,BONNE 74380,Activités combinées de soutien lié aux bâtiments
21400295800079,LE BOURG SAUGNAC-ET-MURET 40410 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
20005467400029,LE VILLAGE FORGES-LES-EAUX 76440,Administration publique générale
21710354800012,33 ROUTE DES ECOLES POISSON 71600,Administration publique générale
21890430800051,2 RUE DU CHAPITEAU VARENNES 89144,Construction d'autres ouvrages de génie civil n.c.a.
19060075900012,7 AVENUE DES EUCALYPTUS NICE 06200,Enseignement secondaire technique ou professionnel
21260362500550,58 RUE AUGUSTE RENOIR VALENCE 26000,Enseignement primaire
06910494100013,98 AVENUE PIERRE MENDES-FRANCE AVRILLE 49240,Location de terrains et d'autres biens immobiliers
09597445700020,CHEMIN DE BATAN LESCAR 64230,Élevage de chevaux et d'autres équidés
30287801200038,1 AVENUE DES NELMONTS WITRY-LES-REIMS 51420,Aide à domicile
21420246700012,GRAND PLACE SAINT-JULIEN-MOLIN-MOLETTE 42220 HOTEL DE VILLE,Administration publique générale
29790023500013,MAIRIE LA CRECHE 79260,Construction d'autres ouvrages de génie civil n.c.a.
26850080800012,4 PLACE DU MARCHE LE POIRE-SUR-VIE 85170 MAIRIE,Action sociale sans hébergement n.c.a.
17202111500362,11 AVENUE JEAN ZUCCARELLI BASTIA 20200,Justice
03931945400011,47 RUE DES MATHURINS PARIS 75008 P PAR,Activités combinées de soutien lié aux bâtiments
20008417600086,17 RUE NOTRE DAME LAMBALLE-ARMOR 22400,Enseignement primaire
03937390700011,3 PLACE CHARLES DIGEON SAINT-MANDE 94160 SAINT MANDE REP PAR,Activités combinées de soutien lié aux bâtiments
17630111700279,114 BOULEVARD DE COURTAIS MONTLUCON 03100,Justice
21590009300026,42 RUE DE L’EGALITE VILLENEUVE-D'ASCQ 59491,Soins de beauté
03881365500016,22 BOULEVARD CARNOT SAINT-DENIS 93200 T DENIS  REP PAR,Activités combinées de soutien lié aux bâtiments
04381162900013,7 RUE TIPHAINE PARIS 75015,Activités combinées de soutien lié aux bâtiments
21290122700075,48 GRAND'RUE LAZ 29520,Administration publique générale
21590350100314,3 RUE DU CAPITAINE MICHEL LILLE 59000,Enseignement pré-primaire
01988798300013,9 RUE DES MICHELS LE CANNET 06110,Activités combinées de soutien lié aux bâtiments
03900269600019,126 BOULEVARD VOLTAIRE PARIS 75011,Activités combinées de soutien lié aux bâtiments
30259089800680,AVENUE DES FERRANCINS TORCY 71210,Collecte des déchets non dangereux
04387245600017,8 RUE BORY D'ARNEX SAINT-CLOUD 92210,Activités combinées de soutien lié aux bâtiments
03894321300017,85 AVENUE PAUL DOUMER PARIS 75016 NEUILLY SUR SEINE R,Activités combinées de soutien lié aux bâtiments
20005766900018,60 RUE BEAUREGARD LE TEILLEUL 50640 MAIRIE,Action sociale sans hébergement n.c.a.
21690175100067,5 RUE SAINT ANDRE SAVIGNY 69210,Activité des médecins généralistes
13002998600010,2 ROUTE DE NARBONNE AUZEVILLE-TOLOSANE 31320 GIP TRANSITIONS,Administration publique (tutelle) des activités économiques
20001259900052,PAITA 98840,Enseignement primaire
04014048500018,15 COURS VITTON LYON 69006,Activités combinées de soutien lié aux bâtiments
13001727000625,27 AVENUE DE FRIEDLAND PARIS 75008,Activités des organisations patronales et consulaires
24900024100128,8 PLACE RAYMOND FORNI DELLE 90100,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
03907371300016,12 RUE DES PYRAMIDES PARIS 75001,Activités combinées de soutien lié aux bâtiments
01980053100014,6 AVENUE DES AIGLES ANTIBES 06600,Activités combinées de soutien lié aux bâtiments
26710019600026,99 RUE HOPITAL CUISERY 71290,Supports juridiques de gestion de patrimoine mobilier
30035357000058,101 AVENUE CHARLES DE GAULLE MILLAU 12100,Travaux de couverture par éléments
04009398100013,9 RUE HUGUES GUERIN LYON 69008,Activités combinées de soutien lié aux bâtiments
22780646000274,5 RUE ALEXANDRE TURPAULT BOIS-D'ARCY 78390 MAISON D'ARRET,Activité des médecins généralistes
21920033400098,13 RUE DE SURESNES GARCHES 92380,Enseignement primaire
30173426500046,LES ESCOMBELLES BARJAC 30430,Commerce de détail alimentaire sur éventaires et marchés
29250997300015,MAIRIE VILLERS-SOUS-CHALAMONT 25270,Construction d'autres ouvrages de génie civil n.c.a.
26620193800104,RUE SANTOS DUMONT CALAIS 62100 BATIMENT AG 9,Hébergement social pour personnes âgées
29100378800010,RUE DE L’HOTEL DE VILLE MERY-SUR-SEINE 10170 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21660179900010,RUE DE L’EGLISE SAINT-LAURENT-DE-CERDANS 66260,Administration publique générale
04389420300017,16 RUE FELIX FAURE PARIS 75015 1 A 4 VILLA FREDERIC MISTRAL,Activités combinées de soutien lié aux bâtiments
21900075900015,96 RUE ARISTIDE BRIAND OFFEMONT 90300,Administration publique générale
21220195800056,3 RUE DU PONT SAINT-GEORGES PLEUBIAN 22610,Enseignement primaire
21800206100024,PLACE DU 8 MAI 1945 COULLEMELLE 80250,Enseignement primaire
02102055700019,LA CROIX-VALMER 83420,Activités combinées de soutien lié aux bâtiments
17974431300240,11 RUE AMIRAL BOUVET SAINT-BENOIT 97470,Activités de soutien à l'enseignement
19150024800015,6 COTE DE CHABRIDET PIERREFORT 15230,Enseignement secondaire général
13002247800049,1 PLACE ALFONSE JOURDAIN TOULOUSE 31000,Activités des organisations patronales et consulaires
21830132300018,9 RUE 6E REGT TIRAILLEURS SENEGALAIS SOLLIES-VILLE 83210 HOTEL DE VILLE,Administration publique générale
30159902300027,13 RUE DES AIRES BASSES SAINT-GENIES-DE-FONTEDIT 34480,Culture de la vigne
26740155200018,AYSE 74130 MAIRIE,Action sociale sans hébergement n.c.a.
04011272400014,39 COURS ALBERT THOMAS LYON 69003,Activités combinées de soutien lié aux bâtiments
13000548122006,20 RUE LEON PEULEVEY LE HAVRE 76620 20-30,Administration publique (tutelle) des activités économiques
03929941700020,16 RUE DE LA GRANGE BATELIERE PARIS 75009,Activités combinées de soutien lié aux bâtiments
30068560900038,415 ROUTE DE LA GARE SAINT-JEAN-LE-CENTENIER 07580,Construction de bateaux de plaisance
29440283900012,2 CRS DU CHAMP DE MARS NANTES 44000 NANTES METROPOLE,Construction d'autres ouvrages de génie civil n.c.a.
30187536500043,[ND] [ND] [ND] MONTELIMAR [ND] [ND],Location de logements
21910200100035,8 RUE JULES FERRY DOURDAN 91410,Enseignement primaire
30159714200027,35 RUE AUX RAISINS BERCK 62600 RESIDENCE VILLA SYLVIA,Location de logements
21290019500513,11 RUE JACQUARD BREST 29200,Enseignement primaire
18003604801674,18 AVENUE MOZART MARSEILLE 13009,Recherche-développement en autres sciences physiques et naturelles
26100911200093,11 RUE CHANTELOUP SAINTE-SAVINE 10300,Accueil ou accompagnement sans hébergement d’enfants handicapés
22170001600613,RTE DE ROYAN MONTENDRE 17130,Autres activités des médecins spécialistes
21550120600043,26 RUE DE L'EGLISE COMBLES-EN-BARROIS 55000 MAIRIE,Télécommunications filaires
03883161600016,61 AVENUE DES CHARMES FONTENAY-SOUS-BOIS 94120 VINCENNES REP PAR,Activités combinées de soutien lié aux bâtiments
03908477700018,37 RUE DE LA CHAUSSEE D'ANTIN PARIS 75009 .,Activités combinées de soutien lié aux bâtiments
21180232700026,SAINT-PRIEST-LA-MARCHE 18370,Autres services de restauration n.c.a.
06780042503004,5 RUE DE BEL AIR CARQUEFOU 44470 BAT 1,Nettoyage courant des bâtiments
21260006800010,AVENUE HENRI SEGUIN ALLEX 26400,Administration publique générale
25630023700078,CHATEAU DE MONTLOSIER AYDAT 63970,Administration publique générale
30086542500031,25 RUE DE CLAIRVAUX BAROVILLE 10200,Culture de la vigne
21650163500017,ESCOTS 65130,Administration publique générale
21130004100210,GAGERON ARLES 13104,Enseignement primaire
21720181300482,3 RUE ERPELL LE MANS 72000,Enseignement primaire
01983918200011,CHEMIN DU VAL FLEURI CAGNES-SUR-MER 06800,Activités combinées de soutien lié aux bâtiments
21240037800528,AVENUE MARCEAU FEYRY BERGERAC 24100,Culture et élevage associés
21300086200010,GRAND RUE COLLORGUES 30190,Administration publique générale
21860002100016,PL DU 11 NOVEMBRE AMBERRE 86110,Administration publique générale
21840044800021,ENTRECHAUX 84340,Enseignement primaire
21910507900012,1 GRANDE RUE PRUNAY-SUR-ESSONNE 91720,Administration publique générale
21390508600046,SELLIERES 39230 MAIRIE,Collecte et traitement des eaux usées
21370195600046,53 RUE DES HAUTES MARCHES LA RICHE 37520,Enseignement primaire
21160101800032,1 RUE DE LA MAIRIE CLAIX 16440 MAIRIE,Collecte et traitement des eaux usées
21920004500074,85 RUE PIERRE BOUDOU ASNIERES-SUR-SEINE 92600,Enseignement pré-primaire
30096723900025,1291 AVENUE GEORGES POMPIDOU SAINT-AFFRIQUE 12400,Commerce de gros (commerce interentreprises) de matériel agricole
30340959300561,4 AV LOUIS LUMIERE CHERBOURG-EN-COTENTIN 50100 4-6,Nettoyage courant des bâtiments
21170072900117,7 PLACE DE L'HOTEL DE VILLE BURIE 17770 MAIRIE,Location de terrains et d'autres biens immobiliers
30294630600016,5 RUE ALFRED DE MUSSET VESOUL 70000,Autres organisations fonctionnant par adhésion volontaire
21020321200092,8 AVENUE ADRIEN RENARD GAUCHY 02430,Administration publique générale
00971718200019,24 AVENUE CHOMEDEY DE MAISONNEUVE TROYES 10000,Activités combinées de soutien lié aux bâtiments
21830061400128,480 RUE JEAN GIONO FREJUS 83600,Enseignement primaire
13000545700143,4 RUE KIRSCHLEGER STRASBOURG 67000,Enseignement supérieur
19740929500015,14 RUE PRESIDENT FAVRE ANNECY 74000,Enseignement secondaire général
21650417500110,RUE MAURICE RAVEL SEMEAC 65600,Enseignement primaire
30324371100015,LA RACHERIE CONTIGNY 03500,Location de terrains et d'autres biens immobiliers
13003015800104,289 RUE DES ECOLES SAINT-MARTORY 31360,Activité des médecins généralistes
20007186800109,PL CHARLES DE GAULLE LE LION D'ANGERS 49220,Location de terrains et d'autres biens immobiliers
03344179100010,AVENUE DU 8 MAI 1945 BAYONNE 64100 DOMAINE DU BOUDIGAU,Activités combinées de soutien lié aux bâtiments
20003001300235,AVENUE PRESIDENT MITTERRAND SAINT-PIERRE 97410 IES CHU REUNION,Enseignement post-secondaire non supérieur
21170300400039,PORT NEUF LA ROCHELLE 17000 PORT SOLEIL,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
29390313400014,MAIRIE MARIGNY 39130,Construction d'autres ouvrages de génie civil n.c.a.
03888183500011,18 RUE GASTON MONMOUSSEAU IVRY-SUR-SEINE 94200,Activités combinées de soutien lié aux bâtiments
26590339300014,25 RUE DE LYS LEERS 59115 MAIRIE,Action sociale sans hébergement n.c.a.
21540079700019,220 AVENUE VICTOR CLAUDE BLENOD-LES-PONT-A-MOUSSON 54700,Administration publique générale
29250107900019,MAIRIE CENDREY 25640,Construction d'autres ouvrages de génie civil n.c.a.
21620004800074,2 PLACE FLERS DE L’ORNE ACHICOURT 62217,Enseignement pré-primaire
21170196600023,RUE DES VIGNES JAZENNES 17260,Enseignement primaire
19541706800010,RUE DE MALZEVILLE DOMMARTEMONT 54130,Enseignement secondaire général
21510494400040,SERMAIZE-LES-BAINS 51250,Services du feu et de secours
25380495900034,42 RUE DU GARGAS ENTRAIGUES 38740,"Captage, traitement et distribution d'eau"
12004614901229,35 RUE DES VENITIENS LIMOGES 87000 HOTEL NIEAUD,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
03910842800010,24 PLACE DAUPHINE PARIS 75001,Activités combinées de soutien lié aux bâtiments
21360069500067,PLACE DU 8E CUIRASSIERS ECUEILLE 36240,Construction d'autres ouvrages de génie civil n.c.a.
03936963200011,62 AVENUE ANDRE MORIZET BOULOGNE-BILLANCOURT 92100,Activités combinées de soutien lié aux bâtiments
20006845000010,12 ROUTE DE SEES ARGENTAN 61200 MAISON DES ENTREPRISES ET DES TERRIT,Administration publique générale
21570702700011,11 GRAND RUE VAXY 57170,Administration publique générale
04207251200017,AUTRANS-MEAUDRE EN VERCORS 38112 IMB LONGUE TRACE,Activités combinées de soutien lié aux bâtiments
26011019200028,AV FELIX MANGINI PLATEAU D'HAUTEVILLE 01110,Activités hospitalières
21800416600029,14 RUE DE BRETAGNE HERVILLY 80240,Enseignement primaire
03892450200016,21 RUE PAUL BERT PUTEAUX 92800,Activités combinées de soutien lié aux bâtiments
30157044600015,2 RUE THIERS MULHOUSE 68100,Location de terrains et d'autres biens immobiliers
26590781600028,320 LA PLACE ZUYTPEENE 59670 MAIRIE,Action sociale sans hébergement n.c.a.
26590672700184,35 RUE DE BARBIEUX ROUBAIX 59100,Activités hospitalières
03920491200016,53 RUE DES CITES AUBERVILLIERS 93300,Activités combinées de soutien lié aux bâtiments
26590178500088,148 RUE DES FOULONS DOUAI 59500,Accueil de jeunes enfants
03898937200016,46 RUE VITAL PARIS 75016,Activités combinées de soutien lié aux bâtiments
21440109300015,2 RUE DE L'HOTEL DE VILLE NANTES 44000,Administration publique générale
22620001200970,2 RUE DES GENEVRIERS ARRAS 62000 PARC DES BONNETTES,"Analyses, essais et inspections techniques"
21040094100048,RUE DES ECOLES GREOUX-LES-BAINS 04800,Enseignement primaire
03921278200013,42 RUE DU FOUR PARIS 75006 RIS REP PAR SA CABIN,Activités combinées de soutien lié aux bâtiments
30405652600029,146 AVENUE DES ETATS UNIS TOULOUSE 31200,Commerce de gros (commerce interentreprises) de fruits et légumes
21470275500015,SAINT-SALVY 47360,Administration publique générale
21670482501488,5 RUE DE COPENHAGUE STRASBOURG 67000,Accueil de jeunes enfants
00974408700017,11 BOULEVARD DE LA LIBERTE RENNES 35000,Activités combinées de soutien lié aux bâtiments
06630300900022,19 RUE DES CHAMPS KAVANI MAMOUDZOU 97600,Formation continue d'adultes
26280144200019,4 RUE CHARENTONNE SAINT-GERMAIN-LE-GAILLARD 28190,Action sociale sans hébergement n.c.a.
08548006900393,395 RUE DU GENERAL LECLERC FRANCONVILLE 95130 QUAI DES MARQUES,Commerce de détail d'articles de sport en magasin spécialisé
21110310600046,RENNES-LES-BAINS 11190 MAIRIE,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
21270623800012,22 ROUTE D'ELBEUF SURTAUVILLE 27400,Administration publique générale
30337658600374,78 RUE DE LA MARTINIERE SAINT-ALBAN-LEYSSE 73230 CTRE CIAL LES PORTIQUES,Commerce de détail d'appareils électroménagers en magasin spécialisé
30084811600079,18 RUE DU PRANET OUROUX-SUR-SAONE 71370 ZA DU VELARD,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication
21430211900117,RUE NATIONALE SAINT-MAURICE-DE-LIGNON 43200 CENTRE CULTUREL SOCIAL LATOUR MAUBOURG,Autres services de restauration n.c.a.
26570194600146,2 RUE PEPIN LE BREF THIONVILLE 57100,Accueil de jeunes enfants
13002271800352,6 BOULEVARD DE BELFORT AMIENS 80000,Activités des organisations patronales et consulaires
03930190800016,16 RUE CEPRE PARIS 75015,Activités combinées de soutien lié aux bâtiments
21110305600027,QUINTILLAN 11360,Enseignement primaire
20005193600017,58 GRANDE RUE HEILLECOURT 54180,Construction d'autres ouvrages de génie civil n.c.a.
18770918300169,1 RUE DU PORT DE VALVINS AVON 77210,Enseignement secondaire général
21330182300026,14 ROUTE DE LA GABARE GAURIAC 33710,Enseignement primaire
21320013200347,1 PLACE DE LA LIBERATION AUCH 32000 MAIRIE,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
30364487600094,1 AVENUE DE CHAMPLAIN ORANGE 84100 CS 80212,Hébergement social pour handicapés mentaux et malades mentaux
21620452900012,80 RUE DE SAINT-OMER HEURINGHEM 62575,Administration publique générale
21850232600026,1 RUE DU LAVOIR SAINT-HILAIRE-LE-VOUHIS 85480,Enseignement primaire
30337700600026,24 AVENUE DE LA MARSEILLAISE STRASBOURG 67000,Restauration traditionnelle
30222925700027,[ND] [ND] [ND] SEEZ [ND] [ND],Location de logements
25760188000012,PLACE MAINTENON SAINT-SAENS 76680 MAIRIE,Administration publique générale
20006930000057,TELEPORT 1 JUILLAN 65290 ZONE TERTIAIRE PYRENE AEROPOLE,Construction d'autres ouvrages de génie civil n.c.a.
29310719900011,VILLAGE CAMBIAC 31460 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
20009822600018,1 RUE DE LA MAIRIE SCHŒNENBOURG 67250 MAIRE DE SCHOENENBOURG,Administration publique générale
04010738500011,8 RUE AUGUSTE COMTE LYON 2EME 69002,Activités combinées de soutien lié aux bâtiments
03928608300017,16 RUE DE PASSY PARIS 75016 IS REP PAR SA REVIRO,Activités combinées de soutien lié aux bâtiments
13001279200474,RUE MARCEL BLEUET LAON 02000 CITE ADMINISTRATIVE,Administration publique générale
22240001200142,H N R BOURDEILLES BOURDEILLES 24310,Activités hospitalières
30200861000032,VIELLE-AURE 65170,Location de logements
19971585500250,MORNE FERRET LES ABYMES 97139,Enseignement supérieur
21250212400010,3 RUE DES GRANDES VIGNES ECOLE-VALENTIN 25480,Administration publique générale
